work_year,experience_level,employment_type,job_title,salary_usd,employee_residence,remote_ratio,company_location,company_size
2022,MI,FT,Data Scientist,120000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,120000,AE,100,AE,S
2022,SE,FT,Machine Learning Engineer,65000,AE,100,AE,S
2022,EX,FT,Data Engineer,324000,US,100,US,M
2022,EX,FT,Data Engineer,216000,US,100,US,M
2022,SE,FT,Data Engineer,210000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,120000,US,100,US,M
2022,SE,FT,Data Scientist,230000,US,100,US,M
2022,EN,PT,Data Scientist,100000,DZ,50,DZ,M
2022,MI,FL,Data Scientist,100000,CA,100,US,M
2022,EN,CT,Applied Machine Learning Scientist,31875,TN,100,CZ,M
2022,SE,FT,Head of Data,200000,MY,100,US,M
2022,MI,FT,Principal Data Analyst,75000,CA,100,CA,S
2022,MI,FT,Data Scientist,35590,PL,100,PL,L
2022,SE,FT,Machine Learning Developer,78791,CA,100,CA,M
2022,SE,FT,Data Scientist,100000,BR,100,US,M
2022,MI,FT,Machine Learning Scientist,153000,US,50,US,M
2022,EN,FT,Data Engineer,58035,PK,100,DE,M
2022,SE,FT,Data Scientist,165000,US,100,US,M
2022,SE,FT,Research Scientist,93427,FR,50,FR,L
2022,EN,FT,Data Scientist,52396,CA,100,CA,L
2022,SE,FT,Machine Learning Engineer,62651,NL,100,NL,L
2022,MI,FT,Head of Data,32974,EE,100,EE,S
2022,EN,FT,Data Scientist,40000,JP,100,MY,L
2022,MI,FT,Machine Learning Engineer,87425,AU,100,AU,L
2022,SE,FT,Data Engineer,115000,US,100,US,M
2022,EN,FT,Data Scientist,86703,AU,50,AU,M
2022,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,L
2022,MI,FT,Research Scientist,64849,AT,0,AT,L
2022,EN,FT,Research Scientist,120000,US,100,US,L
2022,MI,FT,Applied Data Scientist,157000,US,100,US,L
2022,EN,FT,Computer Vision Software Engineer,150000,AU,100,AU,S
2022,MI,FT,Business Data Analyst,70912,CA,50,CA,L
2022,EN,FT,Data Engineer,65000,US,100,US,S
2022,SE,FT,Machine Learning Engineer,71444,IE,100,IE,S
2022,EN,FT,Data Analytics Engineer,20000,PK,0,PK,M
2022,MI,FT,Data Scientist,48000,RU,100,US,S
2022,SE,FT,Data Science Manager,152500,US,100,US,M
2022,MI,FT,Data Engineer,68147,FR,100,FR,M
2022,MI,FT,Data Scientist,122346,CH,0,CH,L
2022,SE,FT,Applied Data Scientist,380000,US,100,US,L
2022,MI,FT,Data Scientist,69336,CA,100,CA,M
2022,EN,FT,Computer Vision Engineer,10000,PT,100,LU,M
2022,MI,FT,Data Analyst,20000,GR,100,GR,S
2022,SE,FT,Data Analytics Lead,405000,US,100,US,L
2022,MI,FT,Data Scientist,135000,US,100,US,L
2022,SE,FT,Applied Data Scientist,177000,US,100,US,L
2022,MI,FT,Data Scientist,78000,US,100,US,M
2022,SE,FT,Data Analyst,135000,US,100,US,M
2022,SE,FT,Data Analyst,100000,US,100,US,M
2022,SE,FT,Data Analyst,90320,US,100,US,M
2022,MI,FT,Data Analyst,85000,CA,0,CA,M
2022,MI,FT,Data Analyst,75000,CA,0,CA,M
2022,SE,FT,Machine Learning Engineer,214000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,192600,US,100,US,M
2022,SE,FT,Data Architect,266400,US,100,US,M
2022,SE,FT,Data Architect,213120,US,100,US,M
2022,SE,FT,Data Analyst,112900,US,100,US,M
2022,SE,FT,Data Engineer,155000,US,100,US,M
2022,MI,FT,Data Scientist,141300,US,0,US,M
2022,MI,FT,Data Scientist,102100,US,0,US,M
2022,SE,FT,Data Analyst,115934,US,100,US,M
2022,SE,FT,Data Analyst,81666,US,100,US,M
2022,MI,FT,Data Engineer,206699,US,0,US,M
2022,MI,FT,Data Engineer,99100,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,100,US,M
2022,SE,FT,Data Engineer,115000,US,100,US,M
2022,SE,FT,Data Engineer,110500,US,100,US,M
2022,SE,FT,Data Engineer,130000,US,100,US,M
2022,SE,FT,Data Analyst,99050,US,100,US,M
2022,SE,FT,Data Engineer,160000,US,100,US,M
2022,SE,FT,Data Scientist,205300,US,0,US,L
2022,SE,FT,Data Scientist,140400,US,0,US,L
2022,SE,FT,Data Scientist,176000,US,100,US,M
2022,SE,FT,Data Scientist,144000,US,100,US,M
2022,SE,FT,Data Engineer,200100,US,100,US,M
2022,SE,FT,Data Engineer,160000,US,100,US,M
2022,SE,FT,Data Engineer,145000,US,100,US,M
2022,SE,FT,Data Engineer,70500,US,0,US,M
2022,SE,FT,Data Scientist,205300,US,0,US,M
2022,SE,FT,Data Scientist,140400,US,0,US,M
2022,SE,FT,Analytics Engineer,205300,US,0,US,M
2022,SE,FT,Analytics Engineer,184700,US,0,US,M
2022,SE,FT,Data Engineer,175100,US,100,US,M
2022,SE,FT,Data Engineer,140250,US,100,US,M
2022,SE,FT,Data Analyst,116150,US,100,US,M
2022,SE,FT,Data Engineer,54000,US,0,US,M
2022,SE,FT,Data Analyst,170000,US,100,US,M
2022,MI,FT,Data Analyst,65438,GB,0,GB,M
2022,SE,FT,Data Analyst,80000,US,100,US,M
2022,SE,FT,Data Scientist,140000,US,100,US,M
2022,SE,FT,Data Scientist,210000,US,100,US,M
2022,SE,FT,Data Scientist,140000,US,100,US,M
2022,SE,FT,Data Analyst,100000,US,100,US,M
2022,SE,FT,Data Analyst,69000,US,100,US,M
2022,SE,FT,Data Scientist,210000,US,100,US,M
2022,SE,FT,Data Scientist,140000,US,100,US,M
2022,SE,FT,Data Scientist,210000,US,100,US,M
2022,SE,FT,Data Analyst,150075,US,100,US,M
2022,SE,FT,Data Engineer,100000,US,100,US,M
2022,SE,FT,Data Engineer,25000,US,100,US,M
2022,SE,FT,Data Analyst,126500,US,100,US,M
2022,SE,FT,Data Analyst,106260,US,100,US,M
2022,SE,FT,Data Engineer,220110,US,100,US,M
2022,SE,FT,Data Engineer,160080,US,100,US,M
2022,SE,FT,Data Analyst,105000,US,100,US,M
2022,SE,FT,Data Analyst,110925,US,100,US,M
2022,MI,FT,Data Analyst,45807,GB,0,GB,M
2022,SE,FT,Data Scientist,140000,US,100,US,M
2022,SE,FT,Data Analyst,99000,US,0,US,M
2022,SE,FT,Data Analyst,60000,US,100,US,M
2022,SE,FT,Data Architect,192564,US,100,US,M
2022,SE,FT,Data Architect,144854,US,100,US,M
2022,SE,FT,Data Scientist,230000,US,100,US,M
2022,SE,FT,Data Scientist,150000,US,100,US,M
2022,SE,FT,Data Analytics Manager,150260,US,100,US,M
2022,SE,FT,Data Analytics Manager,109280,US,100,US,M
2022,SE,FT,Data Scientist,210000,US,100,US,M
2022,SE,FT,Data Analyst,170000,US,100,US,M
2022,MI,FT,Data Scientist,160000,US,100,US,M
2022,MI,FT,Data Scientist,130000,US,100,US,M
2022,EN,FT,Data Analyst,67000,CA,0,CA,M
2022,EN,FT,Data Analyst,52000,CA,0,CA,M
2022,SE,FT,Data Engineer,154000,US,100,US,M
2022,SE,FT,Data Engineer,126000,US,100,US,M
2022,SE,FT,Data Analyst,129000,US,0,US,M
2022,SE,FT,Data Analyst,150000,US,100,US,M
2022,MI,FT,AI Scientist,200000,IN,100,US,L
